user_id,total_views,avg_watch_duration,active_days,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,monthly_spend,primary_device,household_size,created_at,cluster_kmeans,cluster_dbscan,cluster_hierarchical
user_00033,14,56.642857142857146,13,0,4,0,1,0,1,1,0,2,0,1,1,1,0,1,2,1,1,0,2,stricklandfrank@example.com,Beth,Johnston,60.0,Male,USA,California,Davidborough,Standard,2024-05-11,True,27.09,Smart TV,2.0,2022-11-22 17:25:08.782042,0,-1,0
user_00034,10,56.833333333333336,9,0,1,2,0,1,0,0,1,0,0,0,1,0,0,2,2,3,0,0,0,hoganashlee@example.org,Amanda,Jones,32.0,Unknown,USA,Massachusetts,Port Robertfort,Standard,2023-11-20,True,13.53,Gaming Console,2.0,2024-06-29 11:51:05.196326,0,-1,0
user_00035,10,45.03333333333333,8,1,1,1,3,1,0,1,2,0,1,0,0,2,0,0,0,0,0,2,0,ryangross@example.net,Christina,Marshall,31.0,Male,USA,Pennsylvania,Melissaland,Premium+,2025-03-25,True,19.52,Desktop,1.0,2024-11-02 09:10:36.699629,0,-1,0
user_00036,5,84.7,4,0,0,0,1,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,anthony52@example.com,Michael,Peterson,36.0,Other,USA,Texas,New Stacyland,Premium,2024-09-29,True,9.74,Smart TV,2.0,2024-04-02 09:18:58.427107,0,-1,0
user_00037,8,52.612500000000004,7,1,0,0,0,0,1,0,1,3,0,0,0,0,3,1,0,0,1,0,1,fbrewer@example.com,Christopher,Sullivan,41.0,Male,Canada,British Columbia,Elizabethstad,Standard,2024-03-30,True,27.56,Desktop,1.0,2023-11-12 07:17:05.453596,0,-1,0
user_00038,11,45.63333333333333,9,1,2,1,0,2,0,0,1,1,0,1,2,0,0,0,3,0,0,0,1,jacqueline44@example.com,David,Stewart,21.0,Female,USA,Indiana,East Joanna,Standard,2024-10-04,True,37.01,Mobile,2.0,2025-07-12 10:27:16.332097,1,-1,1
user_00039,11,55.23,11,0,0,0,1,2,0,2,1,2,0,3,2,1,1,0,0,0,0,1,0,jeremy24@example.org,Joshua,Tran,40.0,Female,USA,New York,Garciatown,Standard,2023-12-29,True,13.53,Tablet,2.0,2023-08-11 09:19:52.502317,1,-1,1
user_00040,9,59.887499999999996,8,0,3,0,0,1,0,0,1,0,0,1,1,0,0,0,0,3,0,0,0,shelley71@example.org,Travis,Hernandez,48.0,Female,USA,Ohio,East Davidchester,Standard,2024-11-29,True,15.84,Tablet,1.0,2023-12-09 16:59:49.098027,0,-1,0
user_00041,10,52.85,10,0,0,0,2,0,2,0,1,1,0,0,2,0,0,0,1,1,2,1,0,michelle64@example.net,Chelsea,Meza,29.0,Female,Canada,Alberta,West Donna,Standard,2023-04-21,True,25.73,Laptop,2.0,2023-01-21 14:04:27.262786,0,-1,0
user_00042,5,32.06666666666667,4,0,0,0,0,0,2,0,0,2,1,0,0,0,1,0,0,1,0,2,0,enorris@example.com,Jesse,Warner,58.0,Male,Canada,Alberta,Lake Jesusview,Standard,2023-11-10,True,27.64,Laptop,6.0,2024-07-12 16:43:25.972535,0,-1,0
user_00043,8,124.875,6,0,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,1,2,3,charlesmartin@example.com,Scott,Barker,35.0,Male,Canada,Nova Scotia,Vincentfort,Standard,2022-10-29,True,6.05,Tablet,4.0,2025-04-03 15:05:41.929278,0,-1,0
user_00044,8,79.85714285714286,8,0,2,1,1,1,0,0,2,0,1,1,1,0,0,0,1,1,0,0,0,anthony39@example.net,Yvonne,Johnston,42.0,Male,Canada,Newfoundland and Labrador,Stonemouth,Basic,2023-02-16,True,32.85,Mobile,5.0,2024-06-28 14:48:13.425940,0,-1,0
user_00045,9,31.27777777777778,7,0,1,0,2,0,0,2,1,0,0,0,1,0,0,1,1,2,1,0,0,harrisonricky@example.com,Mia,Jenkins,40.0,Female,USA,Pennsylvania,Elainefurt,Premium,2023-12-13,True,3.22,Desktop,4.0,2023-05-06 15:05:43.717660,0,-1,0
user_00046,10,66.13,10,0,1,0,3,0,0,1,2,2,0,0,0,1,0,1,1,1,0,1,0,ahancock@example.net,Robert,Stone,35.0,Male,USA,Missouri,Wolfborough,Premium+,2024-03-25,True,35.11,Desktop,2.0,2023-11-26 02:57:13.848650,0,-1,0
user_00047,10,47.739999999999995,9,0,0,0,2,0,1,0,0,0,3,1,0,0,0,0,0,1,1,1,3,johnsoncrystal@example.org,Lance,Tran,50.0,Female,USA,Wisconsin,Port Robin,Premium+,2025-06-04,True,22.98,Smart TV,2.0,2024-01-31 03:36:44.692735,0,-1,0
user_00048,12,71.975,10,1,1,1,1,1,0,0,2,1,0,0,0,1,1,1,0,3,0,1,0,robert77@example.org,Andrea,Lee,33.0,Female,Canada,Manitoba,West Kendrachester,Basic,2025-05-21,True,16.5,Smart TV,2.0,2025-01-18 03:54:41.300769,0,-1,0
user_00049,9,56.82222222222222,8,2,0,0,2,2,0,0,0,3,0,2,1,0,0,1,0,0,0,0,0,mary97@example.org,Amanda,Cook,39.0,Prefer not to say,USA,Tennessee,Cantuborough,Basic,2024-04-19,True,13.53,Desktop,2.0,2025-02-26 00:30:18.487424,0,-1,0
user_00050,11,57.6,9,1,2,1,1,1,4,2,0,0,2,0,0,0,0,0,3,0,0,0,0,floresthomas@example.com,Vanessa,Simpson,47.0,Male,USA,Georgia,New Tammy,Premium+,2025-03-12,False,2.01,Smart TV,2.0,2022-11-20 07:50:19.165266,1,-1,1
user_00051,10,104.7,10,0,1,0,0,0,1,3,2,0,0,0,0,0,2,0,0,1,0,1,1,bowenrobert@example.net,Charles,Morgan,24.0,Other,USA,Washington,Port Markside,Premium,2025-06-12,False,19.09,Smart TV,2.0,2025-03-15 22:59:33.712787,0,-1,0
user_00052,9,87.6125,9,0,1,0,3,1,0,0,0,0,0,2,0,2,1,0,0,0,0,1,0,younggabrielle@example.com,Julie,Good,20.0,Male,Canada,Quebec,Jacksonport,Premium,2022-09-21,True,15.39,Tablet,3.0,2023-06-20 12:28:00.371124,0,-1,0
user_00053,10,90.7,10,0,0,1,0,0,0,1,1,0,0,2,1,0,1,2,1,1,1,0,1,hthomas@example.com,George,Lynch,34.0,Male,USA,Indiana,South Roberta,Standard,2023-04-13,True,30.64,Smart TV,3.0,2023-12-19 15:08:46.747725,0,-1,0
user_00054,10,75.60000000000001,9,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,2,rsantana@example.net,Charles,Huerta,53.0,Unknown,Canada,British Columbia,Vaughnmouth,Premium,2023-03-08,True,16.83,Gaming Console,2.0,2025-02-23 02:05:37.365135,0,-1,0
user_00055,14,47.276923076923076,11,1,2,0,0,1,1,1,0,0,3,0,1,2,1,0,2,0,2,1,1,patrickhoward@example.com,Andrew,Hill,44.0,Female,USA,New York,Wallport,Standard,2024-05-28,True,13.53,Mobile,2.0,2023-03-31 00:54:57.253268,0,-1,0
user_00056,12,72.85999999999999,12,0,0,2,1,0,0,1,1,0,0,0,2,0,0,0,0,3,0,3,1,erica21@example.net,Kyle,Johnson,37.0,Female,Canada,Quebec,North Renee,Premium,2024-10-29,True,29.14,Desktop,3.0,2023-03-11 02:02:56.974840,0,-1,0
user_00057,10,74.69999999999999,8,0,0,1,3,1,1,0,1,0,0,0,1,2,0,1,0,2,1,0,0,maria47@example.com,Linda,Mccarty,35.0,Prefer not to say,Canada,British Columbia,Port Erica,Premium,2025-06-27,True,23.46,Tablet,2.0,2022-11-10 00:24:44.013076,0,-1,0
user_00058,8,43.675,7,0,0,1,0,0,0,0,2,2,0,0,1,0,1,0,1,0,1,0,0,bakerdavid@example.com,Brenda,Rodriguez,35.0,Male,USA,Illinois,Johnsonside,Standard,2025-05-01,True,12.29,Mobile,5.0,2024-07-12 17:11:17.586831,0,-1,0
user_00059,12,55.333333333333336,12,1,0,2,3,0,0,1,3,1,0,0,0,1,1,0,2,0,0,0,1,debra12@example.org,Kevin,Wilson,40.0,Unknown,USA,Wisconsin,South Shawn,Standard,2024-05-06,True,13.0,Tablet,3.0,2025-03-30 05:39:59.087840,0,-1,0
user_00060,10,46.34444444444445,8,0,2,0,2,1,0,0,1,0,1,1,0,0,1,0,1,2,1,0,0,rgilbert@example.org,Jeff,Sampson,22.0,Male,USA,Tennessee,Lake Michaelstad,Premium,2023-10-12,True,19.03,Mobile,3.0,2025-06-28 22:53:58.331928,0,-1,0
user_00061,10,58.58888888888888,10,1,1,1,0,1,2,1,0,2,0,0,0,0,2,0,0,0,0,1,2,batesdarlene@example.net,Brent,Sanchez,20.0,Male,USA,Pennsylvania,North Maria,Standard,2024-05-05,True,3.9,Gaming Console,2.0,2023-07-29 01:54:53.263816,0,-1,0
user_00062,16,66.14,15,2,1,1,1,1,2,0,0,0,0,3,0,0,1,1,1,1,3,1,0,ramireztracey@example.org,Lauren,Guerrero,27.0,Female,USA,Washington,North Michael,Premium,2024-05-08,True,10.7,Desktop,1.0,2023-02-09 23:53:36.130333,0,-1,0
user_00063,6,57.13333333333333,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,0,judyfox@example.net,Thomas,Palmer,26.0,Unknown,Canada,New Brunswick,Gordonton,Standard,2023-12-17,True,20.26,Gaming Console,2.0,2022-10-08 17:14:05.979190,0,-1,0
user_00064,16,60.642857142857146,15,2,4,1,1,2,1,0,0,2,0,0,0,1,2,1,2,0,1,1,1,gsimmons@example.com,Charles,Morris,40.0,Female,Canada,New Brunswick,East Joshuashire,Premium,2023-09-23,True,6.76,Gaming Console,3.0,2023-12-13 05:10:24.954677,0,-1,0
user_00065,10,48.97777777777778,10,0,0,1,0,1,1,0,1,0,2,0,2,1,0,1,1,0,0,1,0,mcguiredanny@example.net,Russell,Gutierrez,38.0,Female,USA,Pennsylvania,Perryville,Basic,2023-11-12,True,3.95,Desktop,3.0,2023-09-17 04:47:27.743255,0,-1,0
user_00066,12,125.73333333333332,12,3,2,1,1,0,1,1,0,1,2,1,1,0,0,1,1,0,1,0,0,fjones@example.org,Colin,Cain,35.0,Female,USA,Florida,Elizabethchester,Premium,2025-03-16,True,50.72,Laptop,2.0,2025-03-11 06:09:16.296601,0,-1,0
user_00067,13,76.7,12,3,1,2,0,0,2,1,1,2,0,1,1,0,1,1,1,0,0,0,0,caroline51@example.net,Eric,Walker,38.0,Male,USA,Illinois,Meganstad,Standard,2024-11-14,True,24.02,Desktop,1.0,2025-01-03 13:25:07.109038,0,-1,0
user_00068,11,72.86363636363636,11,0,0,0,2,0,0,1,1,1,2,2,0,1,2,0,0,1,0,0,1,anthony44@example.com,Adam,Knight,30.0,Male,USA,Tennessee,East Joycetown,Basic,2024-10-27,False,13.53,Tablet,1.0,2023-09-19 06:34:54.636386,1,-1,1
user_00069,11,52.7,11,0,2,2,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,3,0,eric45@example.net,Nicole,Moore,40.0,Female,USA,Illinois,West Scottchester,Premium,2024-05-28,True,12.48,Tablet,4.0,2023-05-29 09:14:13.974716,1,-1,1
user_00070,16,57.25714285714286,15,0,4,1,4,0,1,3,1,1,0,2,2,0,0,0,0,2,2,0,0,russell49@example.com,Brandon,Joyce,50.0,Male,Canada,New Brunswick,East Kevinborough,Premium+,2024-11-16,True,12.47,Laptop,2.0,2023-07-28 14:25:03.686085,0,-1,0
user_00071,6,73.82000000000001,6,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,2,1,0,2,lburgess@example.org,Amanda,Mason,43.0,Male,USA,Arizona,South Michelleton,Standard,2022-08-22,True,2.48,Mobile,2.0,2025-03-04 16:50:26.307537,0,-1,0
user_00072,19,55.144444444444446,18,1,1,2,1,1,1,0,0,5,2,2,0,1,1,2,2,1,1,1,0,amckinney@example.com,Richard,Jackson,28.0,Female,USA,Michigan,Christopherville,Premium,2023-11-22,True,22.83,Tablet,2.0,2024-02-28 04:28:54.930079,0,-1,0
user_00073,12,40.791666666666664,11,0,5,1,1,0,1,0,0,0,0,4,1,1,0,1,0,1,2,3,0,julie35@example.org,William,Schmidt,39.0,Other,Canada,Quebec,Michaelberg,Basic,2022-11-22,True,8.02,Gaming Console,1.0,2023-03-07 05:24:14.605881,0,-1,0
user_00074,16,81.87333333333332,14,4,2,0,1,1,1,5,3,2,1,0,0,0,2,0,0,1,0,0,0,thompsonkendra@example.com,Karen,Maldonado,44.0,Female,Canada,Newfoundland and Labrador,Edwardland,Basic,2023-11-29,True,21.07,Gaming Console,2.0,2024-12-22 14:59:48.361839,0,-1,0
user_00075,5,54.666666666666664,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,william47@example.com,Brian,Jones,29.0,Female,Canada,Newfoundland and Labrador,Fordside,Premium,2023-12-07,True,44.32,Smart TV,2.0,2023-07-21 08:58:17.519457,0,-1,0
user_00076,11,60.55,9,1,2,0,0,2,0,0,0,1,1,4,0,0,0,1,0,0,1,0,1,susanhayes@example.com,William,Williams,26.0,Male,Canada,Nova Scotia,Warrenburgh,Standard,2023-09-14,True,13.91,Tablet,2.0,2023-10-01 13:41:38.272698,1,-1,1
user_00077,9,63.455555555555556,9,0,0,0,0,2,0,1,1,2,0,2,0,1,1,1,0,0,1,1,2,mccormickdeborah@example.org,Cody,Mitchell,35.0,Female,USA,Massachusetts,Christopherberg,Premium,2023-07-08,False,27.46,Desktop,2.0,2022-12-22 08:46:12.310513,0,-1,0
user_00078,6,101.36,5,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,angelica52@example.net,Debbie,Romero,53.0,Female,Canada,Alberta,Kyleborough,Standard,2025-06-05,True,17.93,Laptop,2.0,2023-03-01 10:54:27.408096,0,-1,0
user_00079,13,94.95,11,0,1,0,2,3,1,0,0,0,0,2,0,0,2,1,1,1,3,0,2,chrisrichard@example.org,Ebony,Harper,30.0,Male,USA,Massachusetts,East Marie,Premium,2024-09-30,True,17.62,Tablet,2.0,2023-10-27 06:09:22.208968,0,-1,0
user_00080,15,71.08461538461539,13,3,2,3,1,1,1,0,1,0,2,2,0,0,1,1,0,0,1,1,0,wbishop@example.net,Jesus,Collins,21.0,Male,Canada,Manitoba,West Erika,Standard,2023-12-21,True,7.47,Gaming Console,1.0,2024-12-02 16:14:16.456250,0,-1,0
user_00081,10,83.75555555555555,9,0,0,1,1,0,0,1,2,1,1,0,0,1,0,1,3,0,0,1,0,lisasolis@example.org,Brett,Sawyer,56.0,Other,USA,Georgia,West Christopherburgh,Premium,2023-12-07,True,20.41,Mobile,2.0,2025-01-29 15:57:37.711195,0,-1,0
user_00082,12,48.1,10,1,0,3,0,0,0,1,2,2,3,0,0,0,1,1,1,0,0,1,0,lisawilkerson@example.org,Brian,Young,35.0,Prefer not to say,USA,Arizona,Jeffreymouth,Premium,2025-02-06,True,12.08,Gaming Console,3.0,2024-12-17 04:51:01.557610,0,-1,0
user_00083,14,86.0,13,0,1,1,1,0,0,0,3,3,0,0,1,2,3,2,2,0,0,0,0,mitchellmaria@example.net,Katherine,West,33.0,Female,USA,Massachusetts,North Jonathanberg,Basic,2022-12-01,True,9.39,Smart TV,5.0,2023-04-20 10:59:01.685264,0,-1,0
user_00084,9,62.2375,9,2,3,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,allendanielle@example.net,Bryan,Carlson,50.0,Unknown,Canada,Nova Scotia,Lake Douglas,Standard,2022-08-03,True,6.54,Smart TV,2.0,2023-04-23 15:52:38.525177,0,-1,0
user_00085,13,65.81666666666666,11,0,1,0,1,3,2,0,3,1,0,2,0,0,0,0,2,1,0,2,2,elizabethmiller@example.com,Stephanie,Myers,48.0,Female,USA,California,Lake Paulstad,Basic,2024-10-29,True,1.91,Laptop,2.0,2024-12-14 01:37:25.953345,0,-1,0
user_00086,13,51.99166666666667,12,0,0,1,1,2,0,2,0,3,1,1,0,1,1,0,1,2,2,1,1,jessicafuller@example.net,Dennis,Payne,66.0,Male,USA,Georgia,Pollardfort,Premium,2025-01-07,True,13.95,Gaming Console,1.0,2024-09-25 15:43:46.540004,0,-1,0
user_00087,11,76.58571428571429,9,4,1,1,0,0,0,0,2,3,1,0,0,0,1,0,1,1,0,0,0,carterbradley@example.org,Leslie,Robertson,26.0,Female,USA,Tennessee,Benjaminborough,Standard,2023-08-28,True,14.46,Mobile,2.0,2025-03-08 17:49:54.977021,1,-1,1
user_00088,12,59.5,10,0,0,0,2,1,0,0,0,1,2,2,1,0,0,0,0,0,3,3,1,david56@example.com,Patricia,Morgan,38.0,Other,Canada,Alberta,Holtstad,Standard,2024-12-27,True,10.87,Laptop,4.0,2022-10-28 13:15:28.080088,0,-1,0
user_00089,10,59.5625,10,0,1,1,0,2,0,1,0,0,3,0,0,1,2,1,1,0,1,0,0,manuel15@example.net,Kirk,Jackson,32.0,Unknown,Canada,Quebec,Sergiostad,Standard,2023-05-29,True,13.53,Gaming Console,2.0,2022-10-24 07:04:14.697991,0,-1,0
user_00090,12,56.379999999999995,11,0,1,2,0,0,0,1,2,1,1,1,1,1,1,2,0,0,0,1,1,william20@example.org,Austin,Young,20.0,Male,USA,Missouri,Patrickshire,Standard,2024-05-26,True,22.14,Tablet,2.0,2025-06-07 17:10:12.870864,0,-1,0
user_00091,15,58.31428571428571,14,0,0,0,1,0,1,1,2,2,0,0,0,1,2,1,1,0,2,1,3,khines@example.org,Raymond,Wright,27.0,Female,Canada,Saskatchewan,Lake Jacobhaven,Basic,2025-04-29,True,5.81,Tablet,1.0,2023-05-16 21:42:24.422087,0,-1,0
user_00092,13,58.791666666666664,11,3,3,1,2,2,0,0,0,2,1,0,0,0,0,0,1,1,1,0,1,nlewis@example.com,James,Farrell,20.0,Male,Canada,Quebec,Lake Sean,Premium,2025-01-06,True,6.55,Gaming Console,4.0,2024-08-03 20:03:43.876267,0,-1,0
